00007.png,2,794,161,46,33,3
00007.png,3,462,225,80,97,8
00007.png,4,678,172,38,36,3
00007.png,5,1345,743,40,53,1
00007.png,6,959,219,144,64,7
00007.png,8,814,310,100,80,1
00007.png,11,1192,234,35,33,8
00007.png,12,466,316,43,63,1
00007.png,1058,473,296,39,48,1
00007.png,13,1331,307,23,25,6
00007.png,174,1157,212,41,32,3
00008.png,1,1376,638,47,63,1
00008.png,2,794,161,46,33,3
00008.png,3,462,225,80,102,8
00008.png,4,676,172,42,36,3
00008.png,5,1345,743,40,53,1
00008.png,6,938,218,148,63,7
00008.png,8,863,309,90,82,1
00008.png,11,1192,234,35,33,8
00008.png,12,450,322,42,64,1
00008.png,1058,457,305,38,47,1
00008.png,13,1330,307,23,25,6
00008.png,174,1157,212,41,32,3
00009.png,1,1377,639,45,60,1
00009.png,2,793,160,48,35,3
00009.png,3,462,227,78,98,8
00009.png,4,675,170,44,39,3
00009.png,5,1345,743,41,53,1
00009.png,6,916,214,154,65,7
00009.png,8,910,306,82,77,1
00009.png,11,1192,234,35,33,8
00009.png,12,436,332,41,62,1
00009.png,1058,445,316,36,44,1
00009.png,13,1329,307,23,25,6
00009.png,174,1157,212,41,32,3
00010.png,1,1377,639,45,60,1
00010.png,2,793,160,48,35,3
00010.png,3,461,227,80,97,8
00010.png,4,676,170,43,39,3
00010.png,5,1345,742,41,54,1
00010.png,6,895,213,157,64,7
00010.png,8,948,307,79,78,1
00010.png,11,1193,236,33,29,8
00010.png,13,1326,304,24,30,6
00010.png,12,423,342,39,59,1
00010.png,1058,432,325,35,43,1
00010.png,174,1157,212,41,32,3
00011.png,1,1377,639,45,60,1
00011.png,2,793,159,48,36,3
00011.png,3,460,227,80,99,8
00011.png,4,677,171,40,36,3
00011.png,5,1345,742,41,54,1
00011.png,6,871,210,162,66,7
00011.png,8,988,307,73,71,1
00011.png,12,411,351,38,57,1
00011.png,1058,421,335,33,40,1
00011.png,11,1189,234,42,32,8
00011.png,13,1322,309,26,24,6
00011.png,174,1157,212,41,32,3
00012.png,1,1377,639,45,60,1
00012.png,2,792,159,50,36,3
00012.png,3,461,228,79,98,8
00012.png,4,677,171,40,36,3
00012.png,5,1345,742,41,54,1
00012.png,6,848,208,167,67,7
00012.png,8,1023,308,64,69,1
00012.png,11,1193,236,33,29,8
00012.png,12,408,371,26,43,1
00012.png,13,1324,307,26,24,6
00012.png,174,1157,212,41,32,3
00013.png,1,1377,639,44,60,1
00013.png,2,792,159,50,36,3
00013.png,3,461,226,81,98,8
00013.png,4,677,171,41,36,3
00013.png,5,1346,744,39,51,1
00013.png,6,823,208,171,66,7
00013.png,8,1055,310,59,67,1
00013.png,11,1193,236,33,29,8
00013.png,13,1319,308,27,25,6
00013.png,174,1157,212,41,32,3
00014.png,1,1377,639,44,60,1
00014.png,2,794,162,46,31,3
00014.png,3,464,226,78,89,8
00014.png,4,677,171,41,36,3
00014.png,5,1346,744,38,50,1
00014.png,6,798,207,173,68,7
00014.png,8,1083,311,54,66,1
00014.png,11,1194,236,31,28,8
00014.png,13,1321,308,26,24,6
00014.png,17,1317,294,13,16,1
00014.png,174,1157,212,41,32,3
00015.png,1,1377,639,44,60,1
00015.png,2,794,162,46,31,3
00015.png,3,464,227,77,87,8
00015.png,4,676,171,42,36,3
00015.png,5,1345,742,41,53,1
00015.png,6,773,207,176,68,7
00015.png,8,1108,316,53,60,1
00015.png,11,1194,237,31,27,8
00015.png,13,1315,308,28,26,6
00015.png,17,1316,294,13,16,1
00015.png,174,1157,212,41,32,3
00016.png,1,1377,639,44,60,1
00016.png,2,793,161,47,34,3
00016.png,3,464,227,77,87,8
00016.png,4,676,171,42,35,3
00016.png,5,1345,742,41,53,1
00016.png,6,749,207,176,73,7
00016.png,8,1129,315,49,60,1
00016.png,11,1194,236,31,28,8
00016.png,13,1313,307,28,26,6
00016.png,17,1314,293,13,16,1
00016.png,174,1157,212,41,32,3
00017.png,1,1377,639,43,60,1
00017.png,2,793,161,47,34,3
00017.png,3,464,227,77,87,8
00017.png,4,675,170,44,39,3
00017.png,5,1345,742,41,53,1
00017.png,6,723,207,178,74,7
00017.png,8,1153,321,42,53,1
00017.png,11,1194,236,31,28,8
00017.png,13,1311,307,29,27,6
00017.png,17,1312,293,13,16,1
00017.png,174,1157,212,41,32,3
00018.png,1,1377,640,44,59,1
00018.png,2,795,162,43,31,3
00018.png,3,463,227,78,87,8
00018.png,4,676,171,43,38,3
00018.png,5,1344,743,42,53,1
00018.png,8,1170,321,39,51,1
00018.png,11,1194,236,31,28,8
00018.png,6,697,208,179,77,7
00018.png,13,1309,306,30,27,6
00018.png,17,1311,292,13,16,1
00018.png,174,1157,212,41,32,3
00019.png,1,1377,640,44,59,1
00019.png,2,796,163,41,30,3
00019.png,3,461,226,82,90,8
00019.png,4,677,173,40,33,3
00019.png,5,1344,742,42,54,1
00019.png,8,1185,323,38,48,1
00019.png,11,1192,234,34,31,8
00019.png,6,670,207,179,81,7
00019.png,13,1307,306,30,28,6
00019.png,17,1308,291,15,18,1
00019.png,174,1157,212,41,32,3
00020.png,1,1377,640,43,59,1
00020.png,2,796,163,42,30,3
00020.png,3,461,225,83,91,8
00020.png,4,677,174,40,32,3
00020.png,5,1345,743,39,51,1
00020.png,8,1195,325,41,46,1
00020.png,11,1194,236,31,28,8
00020.png,6,644,209,178,82,7
00020.png,13,1304,302,35,32,6
00020.png,17,1307,291,15,18,1
00020.png,174,1157,212,41,32,3
00021.png,1,1377,640,43,59,1
00021.png,2,796,163,42,30,3
00021.png,3,460,225,83,92,8
00021.png,4,677,174,40,33,3
00021.png,5,1345,743,39,51,1
00021.png,8,1212,325,40,48,1
00021.png,11,1194,237,31,27,8
00021.png,6,624,210,173,90,7
00021.png,13,1302,301,36,33,6
00021.png,17,1304,290,15,19,1
00021.png,174,1157,212,41,32,3
00022.png,1,1376,639,45,62,1
00022.png,2,797,164,41,29,3
00022.png,3,460,225,83,92,8
00022.png,4,676,172,41,36,3
00022.png,5,1345,744,39,50,1
00022.png,8,1223,328,36,43,1
00022.png,11,1194,237,31,27,8
00022.png,6,600,212,168,94,7
00022.png,13,1299,300,37,33,6
00022.png,17,1301,289,15,19,1
00022.png,174,1157,212,41,32,3
00023.png,1,1376,639,45,62,1
00023.png,2,797,164,41,28,3
00023.png,3,460,224,82,92,8
00023.png,4,676,171,41,36,3
00023.png,5,1345,744,38,50,1
00023.png,8,1235,330,34,42,1
00023.png,11,1193,236,33,30,8
00023.png,6,579,216,161,95,7
00023.png,13,1296,300,37,34,6
00023.png,17,1299,288,16,20,1
00023.png,174,1157,212,41,32,3
00024.png,1,1377,640,43,59,1
00024.png,2,797,163,41,29,3
00024.png,3,460,224,81,92,8
00024.png,4,676,171,41,37,3
00024.png,5,1345,744,38,50,1
00024.png,8,1242,331,34,41,1
00024.png,11,1194,236,33,30,8
00024.png,6,560,222,155,97,7
00024.png,13,1292,299,38,35,6
00024.png,17,1295,286,17,21,1
00024.png,174,1157,212,41,32,3
00025.png,1,1377,640,43,59,1
00025.png,2,797,163,41,29,3
00025.png,3,460,225,78,89,8
00025.png,4,676,171,41,37,3
00025.png,5,1345,744,38,50,1
00025.png,8,1252,332,33,40,1
00025.png,11,1193,236,34,30,8
00025.png,6,540,225,151,100,7
00025.png,13,1289,298,39,36,6
00025.png,17,1292,285,17,21,1
00025.png,174,1157,212,41,32,3
00026.png,1,1376,639,45,62,1
00026.png,2,798,164,40,28,3
00026.png,3,459,225,80,89,8
00026.png,4,677,171,40,37,3
00026.png,5,1345,744,38,50,1
00026.png,8,1260,332,32,41,1
00026.png,11,1193,236,34,30,8
00026.png,6,521,230,147,103,7
00026.png,13,1286,297,40,36,6
00026.png,17,1289,284,17,21,1
00026.png,174,1157,212,41,32,3
00027.png,1,1377,640,43,59,1
00027.png,2,798,164,41,28,3
00027.png,3,458,226,82,88,8
00027.png,4,677,170,40,38,3
00027.png,5,1345,744,38,50,1
00027.png,8,1265,330,35,45,1
00027.png,11,1194,236,33,30,8
00027.png,6,505,235,142,105,7
00027.png,13,1282,295,41,37,6
00027.png,17,1285,282,18,22,1
00027.png,174,1157,212,41,32,3
00028.png,1,1376,640,44,58,1
00028.png,2,798,164,40,28,3
00028.png,3,459,225,81,87,8
00028.png,4,677,170,40,38,3
00028.png,5,1344,743,40,53,1
00028.png,8,1276,335,28,39,1
00028.png,11,1193,236,33,30,8
00028.png,6,490,242,132,105,7
00028.png,13,1278,294,42,39,6
00028.png,17,1282,281,19,23,1
00028.png,174,1157,212,41,32,3
00029.png,1,1376,640,44,58,1
00029.png,2,799,164,39,28,3
00029.png,3,462,226,76,87,8
00029.png,4,677,170,40,38,3
00029.png,5,1345,743,39,53,1
00029.png,8,1279,335,30,38,1
00029.png,11,1194,237,31,27,8
00029.png,6,474,251,126,104,7
00029.png,13,1274,292,44,40,6
00029.png,17,1281,282,16,20,1
00029.png,174,1157,212,41,32,3
00030.png,1,1376,640,44,58,1
00030.png,2,798,164,40,28,3
00030.png,3,459,224,83,91,8
00030.png,4,677,170,40,38,3
00030.png,5,1345,743,40,53,1
00030.png,8,1286,335,28,38,1
00030.png,11,1194,237,31,27,8
00030.png,6,461,259,118,103,7
00030.png,13,1270,291,45,41,6
00030.png,17,1272,278,18,22,1
00030.png,174,1157,212,41,32,3
00031.png,1,1376,640,44,59,1
00031.png,2,799,164,39,28,3
00031.png,3,460,225,81,89,8
00031.png,4,677,170,40,38,3
00031.png,5,1344,743,40,53,1
00031.png,8,1291,339,25,33,1
00031.png,11,1194,237,30,27,8
00031.png,6,449,269,111,100,7
00031.png,13,1265,289,46,42,6
00031.png,17,1268,276,19,23,1
00031.png,174,1157,212,41,32,3
00032.png,1,1375,639,46,61,1
00032.png,2,799,164,39,28,3
00032.png,3,464,224,77,85,8
00032.png,4,677,170,40,38,3
00032.png,5,1345,743,39,53,1
00032.png,8,1295,339,24,34,1
00032.png,11,1194,237,30,27,8
00032.png,6,439,272,105,105,7
00032.png,13,1259,287,49,45,6
00032.png,17,1263,273,20,24,1
00032.png,174,1157,212,41,32,3
00033.png,1,1375,639,46,61,1
00033.png,2,799,164,39,28,3
00033.png,3,465,225,77,86,8
00033.png,4,677,170,40,38,3
00033.png,5,1346,744,37,50,1
00033.png,8,1299,339,24,33,1
00033.png,11,1193,235,32,30,8
00033.png,6,427,283,97,101,7
00033.png,13,1254,285,50,46,6
00033.png,17,1257,270,21,26,1
00033.png,174,1157,212,41,32,3
00034.png,1,1376,640,44,58,1
00034.png,2,799,164,39,28,3
00034.png,3,461,223,82,92,8
00034.png,4,677,170,40,38,3
00034.png,5,1345,743,40,53,1
00034.png,8,1300,337,28,36,1
00034.png,11,1194,236,31,27,8
00034.png,6,419,290,92,99,7
00034.png,13,1247,284,52,47,6
00034.png,17,1267,273,19,19,1
00034.png,174,1157,212,41,32,3
00035.png,1,1376,640,44,58,1
00035.png,2,799,164,40,28,3
00035.png,3,459,224,85,92,8
00035.png,4,677,170,40,38,3
00035.png,5,1345,743,40,53,1
00035.png,8,1305,340,27,35,1
00035.png,11,1194,236,30,27,8
00035.png,6,411,300,85,94,7
00035.png,13,1241,283,54,49,6
00035.png,17,1261,272,21,21,1
00035.png,174,1157,212,41,32,3
00036.png,1,1376,640,44,58,1
00036.png,2,799,164,40,28,3
00036.png,3,459,224,84,92,8
00036.png,4,677,172,39,35,3
00036.png,5,1344,743,41,53,1
00036.png,8,1311,341,24,29,1
00036.png,11,1193,237,30,26,8
00036.png,6,413,309,70,86,7
00036.png,13,1235,279,56,51,6
00036.png,17,1261,270,17,21,1
00036.png,174,1157,212,41,32,3
00037.png,1,1375,639,46,61,1
00037.png,2,799,164,39,28,3
00037.png,3,460,224,83,92,8
00037.png,4,677,172,39,35,3
00037.png,5,1344,743,41,53,1
00037.png,8,1314,340,27,31,1
00037.png,11,1192,236,29,26,8
00037.png,6,411,321,60,75,7
00037.png,13,1226,277,58,53,6
00037.png,17,1253,271,19,18,1
00037.png,16,1312,295,14,17,1
00037.png,15,1336,312,22,19,6
00037.png,174,1157,212,41,32,3
00038.png,1,1376,640,44,58,1
00038.png,2,798,164,40,28,3
00038.png,3,461,224,82,93,8
00038.png,4,677,172,39,35,3
00038.png,5,1344,742,41,54,1
00038.png,8,1316,340,24,32,1
00038.png,11,1190,234,32,29,8
00038.png,6,413,325,46,68,7
00038.png,13,1218,272,61,55,6
00038.png,17,1247,264,19,24,1
00038.png,16,1311,294,13,17,1
00038.png,15,1338,311,18,21,6
00038.png,174,1157,212,41,32,3
00039.png,1,1375,638,46,61,1
00039.png,2,799,164,39,28,3
00039.png,3,463,227,78,89,8
00039.png,4,677,172,39,35,3
00039.png,5,1344,742,41,54,1
00039.png,8,1321,340,21,30,1
00039.png,11,1190,235,34,30,8
00039.png,13,1210,269,63,58,6
00039.png,17,1242,261,20,22,1
00039.png,16,1309,294,13,17,1
00039.png,15,1336,311,20,20,6
00039.png,174,1157,212,41,32,3
00040.png,1,1376,640,44,58,1
00040.png,2,797,164,42,28,3
00040.png,3,463,227,78,89,8
00040.png,4,677,172,39,35,3
00040.png,5,1345,743,39,51,1
00040.png,8,1323,343,22,28,1
00040.png,11,1189,235,39,28,8
00040.png,13,1200,266,66,60,6
00040.png,16,1306,293,13,17,1
00040.png,15,1336,311,20,21,6
00040.png,17,1237,259,21,22,1
00040.png,174,1157,212,41,32,3
00041.png,1,1375,638,46,61,1
00041.png,2,799,164,39,28,3
00041.png,3,463,227,78,89,8
00041.png,4,677,172,39,35,3
00041.png,5,1345,743,39,51,1
00041.png,8,1325,341,23,27,1
00041.png,11,1186,236,42,32,8
00041.png,13,1192,262,68,62,6
00041.png,17,1231,254,20,28,1
00041.png,16,1304,292,14,18,1
00041.png,15,1333,311,22,24,6
00041.png,174,1157,212,41,32,3
00042.png,1,1376,638,45,61,1
00042.png,2,798,164,40,27,3
00042.png,3,463,227,78,89,8
00042.png,4,677,172,39,35,3
00042.png,5,1345,743,39,51,1
00042.png,8,1330,343,19,25,1
00042.png,13,1183,259,70,64,6
00042.png,17,1225,256,24,25,1
00042.png,16,1304,292,13,18,1
00042.png,15,1333,312,22,20,6
00042.png,11,1190,235,36,29,8
00042.png,174,1157,212,41,32,3
00043.png,1,1375,638,46,61,1
00043.png,2,797,163,42,30,3
00043.png,3,463,227,78,89,8
00043.png,4,678,172,38,35,3
00043.png,5,1344,742,41,54,1
00043.png,8,1330,342,20,27,1
00043.png,11,1186,236,39,32,8
00043.png,13,1173,256,71,65,6
00043.png,16,1298,289,19,22,1
00043.png,15,1329,310,28,25,6
00043.png,17,1220,253,19,23,1
00043.png,174,1157,212,41,32,3
00044.png,1,1376,638,45,62,1
00044.png,2,799,164,39,27,3
00044.png,3,463,227,78,89,8
00044.png,4,678,172,38,35,3
00044.png,5,1345,744,39,51,1
00044.png,8,1333,342,20,27,1
00044.png,11,1189,238,34,29,8
00044.png,15,1327,309,29,28,6
00044.png,13,1154,252,81,67,6
00044.png,17,1204,248,29,35,1
00044.png,16,1294,290,19,22,1
00044.png,174,1157,212,41,32,3
00045.png,1,1376,638,45,62,1
00045.png,2,799,164,39,27,3
00045.png,3,463,227,78,89,8
00045.png,4,678,172,38,35,3
00045.png,5,1345,744,38,51,1
00045.png,8,1335,343,20,25,1
00045.png,11,1191,238,31,27,8
00045.png,15,1328,309,29,29,6
00045.png,13,1140,247,86,71,6
00045.png,17,1201,252,24,21,1
00045.png,16,1291,288,19,22,1
00045.png,174,1157,212,41,32,3
00046.png,1,1376,638,45,62,1
00046.png,2,797,162,42,31,3
00046.png,3,461,227,80,89,8
00046.png,4,678,172,38,35,3
00046.png,5,1345,744,38,51,1
00046.png,8,1337,341,20,28,1
00046.png,11,1192,237,30,28,8
00046.png,15,1325,311,30,28,6
00046.png,13,1125,242,91,75,6
00046.png,17,1194,247,20,27,1
00046.png,16,1289,288,18,20,1
00046.png,174,1157,212,41,32,3
00047.png,1,1375,638,46,63,1
00047.png,2,797,162,43,30,3
00047.png,3,461,227,79,89,8
00047.png,4,678,172,37,35,3
00047.png,5,1345,744,38,51,1
00047.png,8,1339,342,19,27,1
00047.png,11,1191,235,33,31,8
00047.png,15,1324,309,32,31,6
00047.png,13,1108,237,96,79,6
00047.png,16,1287,286,19,22,1
00047.png,17,1186,250,18,22,1
00047.png,174,1157,212,41,32,3
00048.png,1,1375,638,46,63,1
00048.png,2,797,162,43,31,3
00048.png,3,461,227,79,89,8
00048.png,4,678,172,39,35,3
00048.png,5,1345,744,39,51,1
00048.png,11,1194,237,31,27,8
00048.png,15,1323,309,30,31,6
00048.png,8,1341,343,16,22,1
00048.png,13,1090,250,101,60,6
00048.png,17,1173,247,21,25,1
00048.png,16,1284,285,20,22,1
00048.png,174,1157,212,41,32,3
00049.png,1,1375,638,46,63,1
00049.png,2,798,163,41,28,3
00049.png,3,461,227,79,89,8
00049.png,4,678,172,39,35,3
00049.png,5,1346,744,38,51,1
00049.png,11,1193,237,32,27,8
00049.png,15,1321,305,29,35,6
00049.png,8,1344,342,15,21,1
00049.png,13,1070,245,107,64,6
00049.png,17,1161,242,24,30,1
00049.png,16,1280,284,20,22,1
00049.png,174,1157,212,41,32,3
00050.png,1,1375,638,46,63,1
00050.png,2,798,163,41,28,3
00050.png,3,461,227,79,89,8
00050.png,4,678,172,39,35,3
00050.png,5,1345,744,39,51,1
00050.png,11,1193,237,32,27,8
00050.png,15,1319,308,29,30,6
00050.png,8,1346,343,14,21,1
00050.png,13,1051,239,118,70,6
00050.png,17,1150,242,24,31,1
00050.png,16,1277,283,20,21,1
00050.png,174,1157,212,41,32,3
00051.png,1,1375,638,46,63,1
00051.png,2,797,162,43,31,3
00051.png,3,461,228,79,90,8
00051.png,4,678,172,39,35,3
00051.png,5,1345,744,38,51,1
00051.png,11,1193,236,34,30,8
00051.png,15,1316,310,30,30,6
00051.png,17,1135,236,28,30,1
00051.png,8,1347,343,14,21,1
00051.png,13,1028,234,124,74,6
00051.png,16,1271,281,20,22,1
00051.png,174,1157,212,41,32,3
00052.png,1,1375,638,46,63,1
00052.png,2,797,162,43,31,3
00052.png,3,461,228,79,90,8
00052.png,4,678,172,39,35,3
00052.png,5,1345,744,38,51,1
00052.png,11,1192,235,35,31,8
00052.png,15,1316,308,28,30,6
00052.png,17,1117,230,41,34,1
00052.png,8,1348,343,14,21,1
00052.png,13,1002,227,134,81,6
00052.png,16,1268,280,20,22,1
00052.png,174,1157,212,41,32,3
00053.png,1,1375,638,46,63,1
00053.png,2,798,164,40,28,3
00053.png,3,460,228,80,90,8
00053.png,4,678,172,39,35,3
00053.png,5,1345,744,38,51,1
00053.png,11,1192,234,35,31,8
00053.png,15,1311,309,33,31,6
00053.png,17,1106,228,32,35,1
00053.png,8,1349,343,14,21,1
00053.png,13,974,222,143,86,6
00053.png,16,1267,277,20,22,1
00053.png,174,1157,212,41,32,3
00054.png,1,1375,638,46,63,1
00054.png,2,797,162,43,31,3
00054.png,3,460,226,82,92,8
00054.png,4,678,172,39,35,3
00054.png,5,1344,744,41,51,1
00054.png,11,1192,234,35,31,8
00054.png,15,1310,305,33,35,6
00054.png,17,1087,221,42,38,1
00054.png,8,1352,343,12,18,1
00054.png,13,949,225,147,73,6
00054.png,16,1259,276,20,22,1
00054.png,174,1157,212,41,32,3
00055.png,1,1375,638,46,63,1
00055.png,2,796,162,44,31,3
00055.png,3,461,228,79,88,8
00055.png,4,678,172,37,35,3
00055.png,5,1344,744,41,51,1
00055.png,11,1192,234,35,31,8
00055.png,15,1309,307,33,36,6
00055.png,17,1070,221,42,39,1
00055.png,8,1352,343,12,18,1
00055.png,13,917,221,157,77,6
00055.png,16,1253,274,25,24,1
00055.png,174,1157,212,41,32,3
00056.png,1,1376,640,44,60,1
00056.png,2,796,161,44,32,3
00056.png,3,460,226,82,92,8
00056.png,4,678,172,37,35,3
00056.png,5,1345,744,38,50,1
00056.png,11,1192,234,34,31,8
00056.png,15,1305,304,37,39,6
00056.png,17,1053,220,43,38,1
00056.png,8,1353,343,12,18,1
00056.png,13,884,220,169,77,6
00056.png,16,1246,270,25,26,1
00056.png,174,1157,212,41,32,3
00057.png,1,1376,640,44,59,1
00057.png,2,796,161,45,32,3
00057.png,3,460,226,82,92,8
00057.png,4,677,172,40,35,3
00057.png,5,1345,744,38,50,1
00057.png,11,1191,234,32,28,8
00057.png,15,1302,304,33,39,6
00057.png,17,1032,217,45,38,1
00057.png,8,1354,343,12,18,1
00057.png,13,853,217,173,79,6
00057.png,16,1243,268,25,26,1
00057.png,174,1157,212,41,32,3
00058.png,1,1376,638,45,62,1
00058.png,2,796,161,45,32,3
00058.png,3,461,228,79,89,8
00058.png,4,677,172,40,35,3
00058.png,5,1345,744,38,50,1
00058.png,11,1191,232,30,28,8
00058.png,15,1301,304,32,38,6
00058.png,17,1015,215,45,39,1
00058.png,8,1356,342,11,17,1
00058.png,13,820,215,177,82,6
00058.png,16,1235,266,25,26,1
00058.png,174,1157,212,41,32,3
00059.png,1,1376,640,44,59,1
00059.png,2,797,163,42,29,3
00059.png,3,461,228,79,88,8
00059.png,4,677,173,39,34,3
00059.png,5,1345,744,38,50,1
00059.png,11,1192,233,29,27,8
00059.png,15,1294,304,37,39,6
00059.png,17,996,212,47,39,1
00059.png,8,1357,343,11,16,1
00059.png,13,786,214,183,85,6
00059.png,16,1229,265,25,26,1
00059.png,174,1157,212,41,32,3
00060.png,1,1377,639,43,61,1
00060.png,2,795,162,44,31,3
00060.png,3,461,227,79,91,8
00060.png,4,677,173,40,34,3
00060.png,5,1344,742,40,53,1
00060.png,11,1192,233,29,26,8
00060.png,15,1292,303,37,39,6
00060.png,17,970,208,52,45,1
00060.png,8,1357,343,11,16,1
00060.png,13,748,214,189,88,6
00060.png,16,1222,261,26,29,1
00060.png,174,1157,212,41,32,3
00061.png,1,1376,638,45,63,1
00061.png,2,796,163,42,29,3
00061.png,3,459,225,82,93,8
00061.png,4,677,173,39,34,3
00061.png,5,1344,742,40,53,1
00061.png,11,1194,231,32,30,8
00061.png,15,1287,299,41,43,6
00061.png,17,952,203,51,45,1
00061.png,8,1357,343,11,16,1
00061.png,13,716,215,186,91,6
00061.png,16,1214,260,26,29,1
00061.png,174,1157,212,41,32,3
00062.png,1,1377,639,43,60,1
00062.png,2,797,163,42,29,3
00062.png,3,458,225,83,94,8
00062.png,4,677,173,38,33,3
00062.png,5,1344,742,40,53,1
00062.png,11,1197,232,31,30,8
00062.png,15,1284,300,42,42,6
00062.png,17,924,198,54,53,1
00062.png,8,1357,343,10,15,1
00062.png,13,680,216,190,95,6
00062.png,16,1206,259,26,28,1
00062.png,174,1157,212,41,32,3
00063.png,1,1377,639,43,60,1
00063.png,2,797,163,41,28,3
00063.png,3,458,224,83,94,8
00063.png,4,678,174,38,32,3
00063.png,5,1345,744,39,50,1
00063.png,11,1194,234,32,31,8
00063.png,15,1279,299,42,41,6
00063.png,17,900,200,51,51,1
00063.png,8,1357,343,11,16,1
00063.png,13,646,221,187,98,6
00063.png,16,1194,255,33,27,1
00063.png,174,1157,212,42,32,3
00064.png,1,1377,639,43,60,1
00064.png,2,797,163,43,28,3
00064.png,3,458,224,83,94,8
00064.png,4,678,172,37,34,3
00064.png,5,1344,742,41,54,1
00064.png,11,1193,236,31,28,8
00064.png,15,1277,298,43,40,6
00064.png,17,875,195,54,56,1
00064.png,8,1358,344,10,15,1
00064.png,13,610,220,186,108,6
00064.png,16,1185,252,34,28,1
00064.png,174,1157,212,41,32,3
00065.png,1,1377,639,43,60,1
00065.png,2,796,162,44,31,3
00065.png,3,459,225,79,91,8
00065.png,4,677,172,40,36,3
00065.png,5,1344,742,41,54,1
00065.png,11,1187,234,36,31,8
00065.png,15,1272,297,45,41,6
00065.png,17,845,196,56,54,1
00065.png,13,582,228,176,109,6
00065.png,16,1176,250,29,29,1
00065.png,174,1157,212,41,32,3
00066.png,1,1377,639,43,60,1
00066.png,2,795,162,43,31,3
00066.png,3,459,226,78,89,8
00066.png,4,677,172,40,36,3
00066.png,5,1344,742,41,54,1
00066.png,11,1194,238,29,26,8
00066.png,15,1266,295,46,41,6
00066.png,17,818,194,55,57,1
00066.png,13,550,238,171,106,6
00066.png,16,1165,247,30,30,1
00066.png,174,1157,212,41,32,3
00067.png,1,1376,639,46,60,1
00067.png,2,795,161,43,31,3
00067.png,3,458,227,77,90,8
00067.png,4,678,173,39,33,3
00067.png,5,1345,744,38,50,1
00067.png,11,1192,234,33,30,8
00067.png,15,1261,292,49,42,6
00067.png,17,794,197,56,58,1
00067.png,13,526,238,161,116,6
00067.png,16,1157,244,28,28,1
00067.png,174,1157,212,41,32,3
00068.png,1,1376,639,46,60,1
00068.png,2,797,163,40,28,3
00068.png,3,458,225,78,89,8
00068.png,4,677,173,39,32,3
